method_id,method,CC,PC,LOC,NCMIC,NCMEC,NECA,NAMFAEC
300,alluxio_exception_status_UnauthenticatedException_UnauthenticatedException,1,2,7,0,3,1,3
301,alluxio_grpc_DataMessage_DataMessage,1,2,8,0,0,0,0
302,alluxio_extensions_ExtensionFactoryRegistry_getAvailable,1,0,7,0,0,0,0
303,alluxio_grpc_GrpcExceptionUtils_fromThrowable,1,1,8,0,2,1,2
304,alluxio_grpc_GrpcUtils_fromProto,7,1,16,2,42,8,10
305,alluxio_grpc_GrpcServer_getAuthenticationServer,1,0,6,0,0,0,0
306,alluxio_master_MasterClientContext_newBuilder,1,1,9,0,1,1,1
307,alluxio_master_AbstractMaster_createJournalContext,1,0,16,0,6,6,1
308,alluxio_master_AlluxioMasterProcess_getRpcAddress,1,0,3,0,0,0,0
309,alluxio_master_MasterUtils_getBlockStoreFactory,3,1,6,0,1,1,1
310,alluxio_metrics_MetricsConfig_MetricsConfig,2,1,9,3,0,0,0
311,alluxio_master_MultiMasterLocalAlluxioCluster_getClient,1,1,3,2,2,1,2
312,alluxio_metrics_aggregator_SingleTagValueAggregator_SingleTagValueAggregator,1,3,15,0,0,0,0
313,alluxio_metrics_sink_Slf4jSink_getPollPeriod,1,0,9,0,0,0,0
314,alluxio_metrics_MultiValueMetricsAggregator_getFilterMetricName,1,0,4,0,0,0,0
315,alluxio_metrics_MetricsSystem_getMasterMetricName,3,1,7,0,0,0,0
316,alluxio_metrics_MetricsSystem_reportMetrics,11,1,55,1,0,0,0
317,alluxio_metrics_MetricsSystem_reportClientMetrics,1,0,9,1,0,0,0
318,alluxio_network_TieredIdentityFactory_localIdentity,3,1,15,1,0,0,0
319,alluxio_retry_ExponentialBackoffRetry_ExponentialBackoffRetry,1,3,14,0,1,1,1
320,alluxio_retry_SleepingRetry_getAttemptCount,1,0,3,0,0,0,0
321,alluxio_security_authentication_AuthenticatedClientUser_setAuthMethod,1,1,7,0,0,0,0
322,alluxio_security_authentication_AuthenticatedChannelServerDriver_close,1,0,7,1,0,0,0
